model_id,overlay_model_id,research_id,event_date,tdcc_signal_date,tdcc_signal_age_days,stock_id,stock_name,market,market_regime,event_filter_id,model_hit_status,pattern_id,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,mfe_pct,mae_pct,out_of_sample,classification_id,classification_name_zh,attack_method,attack_method_name_zh,price_position_type,price_position_name_zh,follow_through_type,follow_through_name_zh,risk_type,risk_name_zh,candle_quality,candle_quality_name_zh,consolidation_type,consolidation_name_zh,tdcc_list_type,tdcc_rank,tdcc_ranking_score,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_effective_increase_count,tdcc_high_pair_effective_streak_weeks,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,theme,theme_mainstream_status,approved_for_daily
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,chase_day1_signal_low_stop_5d,20251205,66.3,20251205,66.3,stop_signal_low,1,0.0,1.81,-5.1282,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,chase_day2_signal_low_stop_5d,20251208,63.2,20251208,63.2,stop_signal_low,1,0.0,0.0,-3.481,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,chase_day3_signal_low_stop_5d,20251209,62.2,20251209,62.2,stop_signal_low,1,0.0,1.6077,-2.2508,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_10ma_trailing_20d,20251205,66.3,20251208,61.8,exit_close_below_ma10,2,-6.7873,1.81,-7.994,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_5ma_trailing_20d,20251205,66.3,20251205,63.2,exit_close_below_ma5,1,-4.6757,1.81,-5.1282,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_5pct_stop_10d,20251205,66.3,20251205,62.985,stop_fixed_5pct,1,-5.0,1.81,-5.1282,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_hold_10d,20251205,66.3,20251218,60.9,fixed_10d_close,10,-8.1448,1.81,-11.3122,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_hold_20d,20251205,66.3,20260105,58.7,fixed_20d_close,20,-11.463,1.81,-11.6139,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_hold_5d,20251205,66.3,20251211,61.2,fixed_5d_close,5,-7.6923,1.81,-9.6531,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_tdcc_confluence,20251204,20251128,6,2606,裕民,TWSE,mild_bull,current_model_hit_all,current_model_hit,next_open_large_black_exit_10d,20251205,66.3,20251205,63.2,exit_large_black_candle,1,-4.6757,1.81,-5.1282,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,high_position,高位階,break_signal_low,跌破訊號低點,breakout_failure,突破失敗,false_breakout,假突破,long_consolidation,長盤整,weekly_increase,1,25.45,25.45,25.45,4,1,1.0699999999999932,1.0999999999999943,1.019999999999996,1.0300000000000011,航運業,non_mainstream_latest_taxonomy,False
