signal_date,stock_id,stock_name,theme_name,theme_final_status,theme_status_group,candidate_source_type,candidate_line_group,candidate_line,two_line_overlap_flag,decision_priority,decision_score,tdcc_status,warrant_flow_signal,volume_ratio,return_20d,repeat_appear_label,volume_breakout_type,volume_breakout_priority,selection_status,volume_attack_bucket,theme_volume_attack_status,is_volume_attack_selected,is_volume_attack_watch,is_volume_attack_failed,created_at,source_files
20260527,1503,士電,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,26.8,distribution_warning,call_put_bullish,5.02,17.2414,continued_overheated,platform_volume_breakout,D_risk_downgrade,selected_but_routed_to_other_category,range_breakout_volume,overheated_volume_theme,True,False,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,1513,中興電,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,52.8,distribution_warning,call_put_bullish,3.14,13.4228,stale_signal,volume_expansion_watch,D_risk_downgrade,selected_but_routed_to_other_category,right_side_or_volume_attack,overheated_volume_theme,False,True,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,1514,亞力,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,52.8,distribution_warning,call_put_bullish,2.08,13.1222,stale_signal,volume_expansion_watch,D_risk_downgrade,selected_but_routed_to_other_category,right_side_or_volume_attack,overheated_volume_theme,False,True,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,1519,華城,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,60.8,distribution_warning,call_put_bullish,1.85,0.3429,continued_2_3d,volume_expansion_watch,D_risk_downgrade,selected_but_routed_to_other_category,right_side_or_volume_attack,overheated_volume_theme,False,True,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,1529,樂事綠能,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,C_watch_only,64.8,distribution_warning,,2.15,1.5837,continued_2_3d,volume_expansion_watch,D_risk_downgrade,selected_but_routed_to_other_category,right_side_or_volume_attack,overheated_volume_theme,False,True,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,1530,亞崴,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,C_watch_only,71.0,mild_accumulation,,10.37,23.8636,first_seen,volume_expansion_watch,D_risk_downgrade,selected_as_strict_breakout,right_side_or_volume_attack,overheated_volume_theme,False,True,True,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,1597,直得,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,36.0,mild_accumulation,call_inflow,2.33,,continued_overheated,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,1815,富喬,電子零組件業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,,,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,2302,麗正,半導體業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,22.6,distribution_warning,,1.99,,continued_overheated,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,2303,聯電,半導體業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,48.8,strong_accumulation,put_inflow,1.04,,continued_overheated,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
