# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250822,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_002=20250825,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_003=20250826,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_004=20250827,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_005=20250828,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_006=20250829,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_007=20250901,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_008=20250902,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_009=20250903,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_010=20250904,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_011=20250905,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_012=20250909,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_013=20250910,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_014=20250911,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_015=20250917,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_016=20250918,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_017=20250919,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_018=20250922,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_019=20250923,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_020=20250924,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_021=20250925,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_022=20250926,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_023=20250930,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_024=20251001,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_025=20251002,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_026=20251003,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

PRICE_WINDOW_180_ROW_027=20251007,58.3,58.3,57.0,57.1,66556.0,57.1,57.1,57.1,57.1,57.1,0.0,0.0,0.0,1.0,0.0,0.0,-2.0583

