date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20260522,17.76,17.8,17.73,17.76,305566.0,,,,,,,,,,,,
20260525,17.8,17.8,17.52,17.54,409730.0,,,,,,-1.2387,,,,,,
20260526,17.55,17.58,17.45,17.45,395243.0,,,,,,-0.5131,,,,,,
20260527,17.45,17.45,17.31,17.33,678790.0,,,,,,-0.6877,,,,,,
20260528,17.33,17.33,17.14,17.16,782108.0,17.448,17.6413,17.448,17.448,17.448,-0.981,,,1.5208,-2.7284,-1.6506,-3.5955
20260529,17.07,17.07,16.9,16.98,798086.0,17.292,17.5862,17.37,17.37,17.37,-1.049,-4.3919,,1.4211,-3.4471,-2.2453,-4.6067
20260601,16.98,17.07,16.98,17.05,684635.0,17.194,17.5415,17.3243,17.3243,17.3243,0.4122,-2.7936,,1.1821,-2.8021,-1.5832,-4.2135
20260602,17.15,17.31,17.15,17.31,1058796.0,17.166,17.5222,17.3225,17.3225,17.3225,1.5249,-0.8023,,1.6566,-1.2112,-0.0722,-2.7528
20260603,17.32,17.32,17.18,17.25,416949.0,17.15,17.4995,17.3144,17.3144,17.3144,-0.3466,-0.4616,,0.6786,-1.426,-0.3722,-3.0899
20260604,17.15,17.31,17.15,17.31,1058796.0,17.18,17.4838,17.314,17.314,17.314,0.3478,0.8741,,1.607,-0.9938,-0.0231,-2.7528
20260605,17.48,17.62,17.48,17.56,1067934.0,17.296,17.4901,17.3364,17.3364,17.3364,1.4443,3.4158,,1.5343,0.3996,1.29,-1.3483
