signal_date,report_line,model_id,model_name_zh,model_registry_order,model_group_zh,model_description_zh,new_signal_stock_display,new_stock_display,new_stock_id,new_stock_name,new_signal_model_score,new_model_score,new_signal_rank_label_zh,new_rank_label,display_rank_new_signal,model_rank_new_signal,new_model_rank_new_signal,repeated_signal_stock_display,repeated_stock_display,repeated_stock_id,repeated_stock_name,repeated_signal_model_score,repeated_model_score,repeated_signal_rank_label_zh,repeated_rank_label,display_rank_repeated_signal,model_rank_repeated_signal,repeated_model_rank_repeated_signal,operation_reminder_zh
20260605,mainstream,volume_range_breakout,底部放量攻擊模型,1,突破,不含今日的前20日最高價為突破基準；收盤價 >= 基準 * 1.02、量比 >= 2.0、20日均量 >= 1000張，且為實體紅K或漲停型態。,3015 全漢,3015 全漢,3015,全漢,92,92,新進榜 #1,新進榜 #1,1,1,1,今日無候選,今日無候選,,,-,-,-,-,-,-,-,以訊號日隔天開盤為進場假設；若跌回突破區、跌破支撐或量價失敗，應降低部位或退出。
20260605,mainstream,price_pullback_23ema,股價回檔模型,2,回檔,股價回到23EMA或平台附近，且23EMA斜率向上或結構未破壞。,2406 國碩,2406 國碩,2406,國碩,88.6,88.6,新進榜 #1,新進榜 #1,1,1,1,2374 佳能,2374 佳能,2374,佳能,91,91,連續榜 #1,連續榜 #1,1,1,1,回檔模型不要求先突破；若跌破23EMA或支撐且無法快速收回，需降低風險。
20260605,mainstream,hot_theme_pullback,熱門族群回檔模型,3,回檔,必須有熱門族群標籤，且股價回到23EMA或合理支撐區附近；不以營收作為必要條件。,1560 中砂,1560 中砂,1560,中砂,94,94,新進榜 #1,新進榜 #1,1,1,1,2374 佳能,2374 佳能,2374,佳能,96,96,連續榜 #1,連續榜 #1,1,1,1,熱門族群回檔以族群標籤與23EMA附近支撐為主；若族群退潮或跌破支撐需降風險。
20260605,mainstream,revenue_unreacted_range,營收爆發但股價尚未反應模型,4,基本面,營收YoY或累計YoY強，且股價仍位於23日盤整區間內；區間用近期最高/最低價加緩衝判斷。,2406 國碩,2406 國碩,2406,國碩,92.6,92.6,新進榜 #1,新進榜 #1,1,1,1,2347 聯強,2347 聯強,2347,聯強,93.2,93.2,連續榜 #1,連續榜 #1,1,1,1,用於找營收已改善但市場尚未完全反應的股票；後續觀察平台突破、EPS/毛利與量價確認。
20260605,mainstream,w_bottom_right_side,W底右側模型,5,型態,W底右側初步成立，右側低點墊高，兩側低點高度不能差距過大；左低右高且已創高者不應歸入此模型。,2363 矽統,2363 矽統,2363,矽統,68,68,新進榜 #1,新進榜 #1,1,1,1,今日無候選,今日無候選,,,-,-,-,-,-,-,-,後續看頸線突破與右側量價品質；跌回右側低點或頸線攻擊失敗則降級。
20260605,mainstream,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,6,型態,距離前高或頸線約0%至5%，量能開始放大，均線轉正，用於提前抓突破前1至5日。,今日無候選,今日無候選,,,-,-,-,-,-,-,-,今日無候選,今日無候選,,,-,-,-,-,-,-,-,-
20260605,mainstream,platform_strengthening,平台整理轉強模型,7,型態,盤整區間形成、波動收斂、接近平台上緣、量能回升，且出現帶量實體紅K。,6191 精成科,6191 精成科,6191,精成科,58,58,新進榜 #1,新進榜 #1,1,1,1,今日無候選,今日無候選,,,-,-,-,-,-,-,-,後續看平台上緣是否被有效突破；跌回平台中下緣或量價失敗需降級。
20260605,mainstream,pullback_short_reclaim,回檔後短線轉強模型,8,短線,前面有漲勢，回檔未破結構，且重新站回23EMA。,5225 東科-KY,5225 東科-KY,5225,東科-KY,68.2,68.2,新進榜 #1,新進榜 #1,1,1,1,6558 興能高,6558 興能高,6558,興能高,50,50,連續榜 #1,連續榜 #1,1,1,1,後續看23EMA是否守住與再攻量價是否延續；若跌回23EMA下方且站不回，應降低風險。
20260605,mainstream,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,9,籌碼,TDCC連續增加，股價尚未大漲，且位於近期盤整區間或尚未完全反應；以tdcc_leading_price為主要狀態。,2406 國碩,2406 國碩,2406,國碩,83.3,83.3,新進榜 #1,新進榜 #1,1,1,1,2374 佳能,2374 佳能,2374,佳能,83,83,連續榜 #1,連續榜 #1,1,1,1,TDCC為加分與追蹤項，不可單獨作為買進理由；若價格跌破支撐或量價失敗需降風險。
20260605,mainstream,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,10,籌碼,all_thresholds_overheated或phase_overheated_after_tdcc，搭配MACD/KD/Bollinger與1W/2W漲幅條件。,2409 友達,2409 友達,2409,友達,100,100,新進榜 #1,新進榜 #1,1,1,1,2357 華碩,2357 華碩,2357,華碩,100,100,連續榜 #1,連續榜 #1,1,1,1,以訊號日隔天開盤為進場假設，後續依D+5 / D+10統計結果與價格轉弱條件管理。
20260605,non_mainstream,volume_range_breakout,底部放量攻擊模型,1,突破,不含今日的前20日最高價為突破基準；收盤價 >= 基準 * 1.02、量比 >= 2.0、20日均量 >= 1000張，且為實體紅K或漲停型態。,1810 和成,1810 和成,1810,和成,95.2,95.2,新進榜 #1,新進榜 #1,1,1,1,1708 東鹼,1708 東鹼,1708,東鹼,86,86,連續榜 #1,連續榜 #1,1,1,1,以訊號日隔天開盤為進場假設；若跌回突破區、跌破支撐或量價失敗，應降低部位或退出。
