as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260508,20.08,3.2099999999999973,,,15.6,1.959999999999999,,,12.23,0.2699999999999996,,,8.7,0.0,,,1,False,True,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260515,19.93,-0.14999999999999858,3.0599999999999987,,14.84,-0.7599999999999998,1.1999999999999993,,10.29,-1.9400000000000013,-1.6700000000000017,,10.29,1.5899999999999999,1.5899999999999999,,2,False,True,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260522,17.52,-2.41,-2.5599999999999987,0.6499999999999986,14.66,-0.17999999999999972,-0.9399999999999995,1.0199999999999996,8.7,-1.5899999999999999,-3.530000000000001,-3.2600000000000016,8.7,-1.5899999999999999,0.0,0.0,0,False,False,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260529,16.81,-0.7100000000000009,-3.120000000000001,-3.2699999999999996,14.9,0.2400000000000002,0.0600000000000005,-0.6999999999999993,8.7,0.0,-1.5899999999999999,-3.530000000000001,8.7,0.0,-1.5899999999999999,0.0,1,False,False,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260605,16.15,-0.6600000000000001,-1.370000000000001,-3.780000000000001,13.49,-1.4100000000000001,-1.17,-1.3499999999999996,11.79,3.09,3.09,1.5,8.7,0.0,0.0,-1.5899999999999999,2,False,True,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260612,17.15,1.0,0.33999999999999986,-0.370000000000001,15.32,1.83,0.41999999999999993,0.6600000000000001,11.85,0.0600000000000005,3.1500000000000004,3.1500000000000004,8.7,0.0,0.0,0.0,3,False,True,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260618,19.27,2.120000000000001,3.120000000000001,2.460000000000001,16.98,1.6600000000000001,3.49,2.08,10.73,-1.1199999999999992,-1.0599999999999987,2.030000000000001,10.73,2.030000000000001,2.030000000000001,2.030000000000001,4,False,True,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260626,19.23,-0.03999999999999915,2.080000000000002,3.080000000000002,17.48,0.5,2.16,3.99,14.09,3.3599999999999994,2.24,2.3000000000000007,10.73,0.0,2.030000000000001,2.030000000000001,5,False,True,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260703,19.44,0.21000000000000085,0.1700000000000017,2.2900000000000027,17.66,0.17999999999999972,0.6799999999999997,2.34,14.16,0.07000000000000028,3.4299999999999997,2.3100000000000005,12.16,1.4299999999999997,1.4299999999999997,3.460000000000001,6,True,True,True,,,tdcc-20260724-88f3a903b384007d,complete,
20260709,19.01,-0.4299999999999997,-0.21999999999999886,-0.259999999999998,16.5,-1.1600000000000001,-0.9800000000000004,-0.4800000000000004,12.94,-1.2200000000000006,-1.1500000000000004,2.209999999999999,10.73,-1.4299999999999997,0.0,0.0,0,False,False,False,,,tdcc-20260724-88f3a903b384007d,complete,
20260717,22.82,3.8099999999999987,3.379999999999999,3.59,18.56,2.0599999999999987,0.8999999999999986,1.0799999999999983,13.46,0.5200000000000014,-0.6999999999999993,-0.629999999999999,12.4,1.67,0.2400000000000002,1.67,1,True,True,True,,,tdcc-20260724-88f3a903b384007d,complete,
20260724,22.09,-0.7300000000000004,3.0799999999999983,2.6499999999999986,18.2,-0.35999999999999943,1.6999999999999993,0.5399999999999991,12.96,-0.5,0.02000000000000135,-1.1999999999999993,10.73,-1.67,0.0,-1.4299999999999997,0,False,False,False,,,tdcc-20260724-88f3a903b384007d,complete,
