as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260402,52.84,-1.4099999999999966,48.42,-1.9499999999999957,43.87,-2.0,39.07,-0.10999999999999943,0,False,False,False,,
20260410,52.04,-0.8000000000000043,47.6,-0.8200000000000003,43.68,-0.18999999999999773,37.83,-1.240000000000002,0,False,False,False,,
20260417,49.61,-2.4299999999999997,44.66,-2.940000000000005,40.79,-2.8900000000000006,35.15,-2.6799999999999997,0,False,False,False,,
20260424,48.33,-1.2800000000000011,43.48,-1.1799999999999997,38.01,-2.780000000000001,35.11,-0.03999999999999915,0,False,False,False,,
20260430,47.67,-0.6599999999999966,42.89,-0.5899999999999963,36.71,-1.2999999999999972,33.9,-1.2100000000000009,0,False,False,False,,
20260508,47.63,-0.03999999999999915,42.28,-0.6099999999999994,36.95,0.240000000000002,35.05,1.1499999999999986,1,False,True,False,,
20260515,47.45,-0.17999999999999972,42.1,-0.17999999999999972,39.06,2.1099999999999994,35.32,0.2700000000000031,2,False,True,False,,
20260522,48.38,0.9299999999999997,44.57,2.469999999999999,39.95,0.8900000000000006,37.18,1.8599999999999994,3,True,True,True,,
20260529,48.07,-0.3100000000000023,43.7,-0.8699999999999974,40.05,0.09999999999999432,37.28,0.10000000000000142,4,False,True,False,,
20260605,49.59,1.5200000000000031,45.46,1.759999999999998,40.37,0.3200000000000003,38.46,1.1799999999999997,5,True,True,True,,
20260612,46.56,-3.030000000000001,42.26,-3.200000000000003,38.44,-1.9299999999999997,35.56,-2.8999999999999986,0,False,False,False,,
20260618,45.49,-1.0700000000000003,42.14,-0.11999999999999744,38.44,0.0,35.56,0.0,0,False,False,False,,
