as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260402,51.95,0.9000000000000057,48.62,0.5,47.42,0.5200000000000031,46.63,0.10000000000000142,12,True,True,True,,
20260410,51.19,-0.7600000000000051,48.3,-0.3200000000000003,46.83,-0.5900000000000034,45.73,-0.9000000000000057,0,False,False,False,,
20260417,51.48,0.28999999999999915,48.95,0.6500000000000057,48.06,1.230000000000004,47.27,1.5400000000000063,1,True,True,True,,
20260424,51.42,-0.05999999999999517,49.1,0.14999999999999858,48.21,0.14999999999999858,47.06,-0.21000000000000085,2,False,True,False,,
20260430,51.47,0.04999999999999716,49.4,0.29999999999999716,48.2,-0.00999999999999801,47.09,0.030000000000001137,3,False,True,False,,
20260508,51.48,0.00999999999999801,49.41,0.00999999999999801,48.21,0.00999999999999801,47.08,-0.010000000000005116,4,False,True,False,,
20260515,51.49,0.010000000000005116,49.42,0.010000000000005116,48.57,0.35999999999999943,47.11,0.030000000000001137,5,True,True,True,,
20260522,51.79,0.29999999999999716,49.55,0.12999999999999545,48.7,0.13000000000000256,47.23,0.11999999999999744,6,True,True,True,,
20260529,52.2,0.4100000000000037,49.77,0.22000000000000597,49.21,0.509999999999998,47.32,0.09000000000000341,7,True,True,True,,
20260605,52.15,-0.05000000000000426,49.67,-0.10000000000000142,48.52,-0.6899999999999977,47.75,0.4299999999999997,8,False,True,False,,
20260612,52.45,0.30000000000000426,49.7,0.030000000000001137,48.85,0.3299999999999983,47.7,-0.04999999999999716,9,False,True,False,,
20260618,52.45,0.0,50.15,0.44999999999999574,49.04,0.18999999999999773,47.88,0.17999999999999972,10,False,True,False,,
