# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,75.03,,68.49,,60.59,,60.59,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,74.98,-0.04999999999999716,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,75.09,0.10999999999999943,68.49,0.0,60.59,0.0,60.59,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,73.92,-1.1700000000000017,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,74.04,0.12000000000000455,68.49,0.0,60.59,0.0,60.59,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,74.04,0.0,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,74.04,0.0,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,73.99,-0.05000000000001137,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,74.01,0.020000000000010232,68.49,0.0,60.59,0.0,60.59,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,74.01,0.0,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_011=20260717,73.99,-0.020000000000010232,68.49,0.0,60.59,0.0,60.59,0.0,0,False,False,False,,
