# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260410,33.75,0.38000000000000256,28.84,-0.33000000000000185,27.51,0.060000000000002274,25.11,0.7100000000000009,1,False,True,False,,

TDCC_WINDOW_ROW_002=20260417,34.59,0.8400000000000034,28.91,0.07000000000000028,27.03,-0.4800000000000004,25.18,0.07000000000000028,2,False,True,False,,

TDCC_WINDOW_ROW_003=20260424,36.43,1.8399999999999963,31.11,2.1999999999999993,29.7,2.669999999999998,27.29,2.1099999999999994,3,True,True,True,,

TDCC_WINDOW_ROW_004=20260430,36.03,-0.3999999999999986,30.95,-0.16000000000000014,28.18,-1.5199999999999996,26.42,-0.8699999999999974,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260508,36.24,0.21000000000000085,30.61,-0.33999999999999986,27.86,-0.3200000000000003,26.08,-0.3400000000000034,1,False,False,False,,

TDCC_WINDOW_ROW_006=20260515,37.87,1.6299999999999955,32.51,1.8999999999999986,31.21,3.3500000000000014,27.59,1.5100000000000016,2,True,True,True,,

TDCC_WINDOW_ROW_007=20260522,38.96,1.0900000000000034,32.81,0.30000000000000426,31.45,0.23999999999999844,27.82,0.23000000000000043,3,True,True,True,,

TDCC_WINDOW_ROW_008=20260529,39.83,0.8699999999999974,32.61,-0.20000000000000284,31.74,0.28999999999999915,28.09,0.2699999999999996,4,False,True,False,,

TDCC_WINDOW_ROW_009=20260605,39.75,-0.0799999999999983,32.28,-0.3299999999999983,30.44,-1.2999999999999972,27.41,-0.6799999999999997,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260612,39.46,-0.28999999999999915,32.33,0.04999999999999716,29.26,-1.1799999999999997,27.41,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_011=20260618,39.61,0.14999999999999858,31.66,-0.6699999999999982,29.33,0.06999999999999673,27.46,0.05000000000000071,2,False,True,False,,

TDCC_WINDOW_ROW_012=20260626,40.98,1.3699999999999974,33.17,1.5100000000000016,30.01,0.6800000000000033,28.24,0.7799999999999976,3,True,True,True,,
