as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,70.58,,70.58,,70.58,,67.91,,0,False,False,False,,
20260508,70.62,0.04000000000000625,70.62,0.04000000000000625,70.62,0.04000000000000625,67.91,0.0,1,False,True,False,,
20260515,70.71,0.0899999999999892,70.71,0.0899999999999892,70.71,0.0899999999999892,67.91,0.0,2,False,True,False,,
20260522,70.73,0.020000000000010232,70.73,0.020000000000010232,70.73,0.020000000000010232,67.91,0.0,3,False,True,False,,
20260529,70.79,0.060000000000002274,70.79,0.060000000000002274,70.79,0.060000000000002274,67.91,0.0,4,False,True,False,,
20260605,70.8,0.009999999999990905,70.8,0.009999999999990905,70.8,0.009999999999990905,67.91,0.0,5,False,True,False,,
20260612,70.83,0.030000000000001137,70.83,0.030000000000001137,70.83,0.030000000000001137,67.91,0.0,6,False,True,False,,
20260618,70.86,0.030000000000001137,70.86,0.030000000000001137,70.86,0.030000000000001137,67.91,0.0,7,False,True,False,,
20260626,70.94,0.0799999999999983,70.94,0.0799999999999983,70.94,0.0799999999999983,67.91,0.0,8,False,True,False,,
20260703,70.97,0.030000000000001137,70.97,0.030000000000001137,70.97,0.030000000000001137,67.91,0.0,9,False,True,False,,
