# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,63.56,,61.96,,61.96,,61.96,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,63.56,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,63.59,0.030000000000001137,61.96,0.0,61.96,0.0,61.96,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_011=20260717,63.59,0.0,61.96,0.0,61.96,0.0,61.96,0.0,0,False,False,False,,
