as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260417,82.56,0.0,79.3,0.009999999999990905,77.0,0.010000000000005116,74.96,0.009999999999990905,1,False,True,False,,
20260424,82.72,0.1599999999999966,79.31,0.010000000000005116,77.01,0.010000000000005116,74.97,0.010000000000005116,2,True,True,True,,
20260430,82.74,0.01999999999999602,79.32,0.009999999999990905,77.02,0.009999999999990905,74.98,0.010000000000005116,3,True,True,True,,
20260508,82.75,0.010000000000005116,79.33,0.010000000000005116,77.03,0.010000000000005116,74.99,0.009999999999990905,4,True,True,True,,
20260515,82.63,-0.12000000000000455,79.5,0.1700000000000017,77.2,0.1700000000000017,75.16,0.1700000000000017,5,False,True,False,,
20260522,82.64,0.010000000000005116,79.51,0.010000000000005116,77.21,0.009999999999990905,75.17,0.010000000000005116,6,True,True,True,,
20260529,82.71,0.06999999999999318,79.58,0.06999999999999318,77.28,0.07000000000000739,75.57,0.3999999999999915,7,True,True,True,,
20260605,82.74,0.030000000000001137,79.59,0.010000000000005116,77.29,0.010000000000005116,75.58,0.010000000000005116,8,True,True,True,,
20260612,82.74,0.0,79.59,0.0,77.29,0.0,75.58,0.0,0,False,False,False,,
20260618,82.74,0.0,79.59,0.0,77.29,0.0,75.58,0.0,0,False,False,False,,
20260626,82.74,0.0,79.59,0.0,77.29,0.0,75.58,0.0,0,False,False,False,,
20260703,82.75,0.010000000000005116,79.6,0.009999999999990905,77.3,0.009999999999990905,75.59,0.010000000000005116,1,True,True,True,,
