as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260410,75.41,0.009999999999990905,75.0,0.010000000000005116,75.0,0.010000000000005116,75.0,0.010000000000005116,7,True,True,True,,
20260417,75.36,-0.04999999999999716,74.95,-0.04999999999999716,74.95,-0.04999999999999716,74.95,-0.04999999999999716,0,False,False,False,,
20260424,75.39,0.030000000000001137,74.98,0.030000000000001137,74.98,0.030000000000001137,74.98,0.030000000000001137,1,True,True,True,,
20260430,75.4,0.010000000000005116,74.99,0.009999999999990905,74.99,0.009999999999990905,74.99,0.009999999999990905,2,True,True,True,,
20260508,75.41,0.009999999999990905,75.0,0.010000000000005116,75.0,0.010000000000005116,75.0,0.010000000000005116,3,True,True,True,,
20260515,75.44,0.030000000000001137,75.03,0.030000000000001137,75.03,0.030000000000001137,75.03,0.030000000000001137,4,True,True,True,,
20260522,75.45,0.010000000000005116,75.04,0.010000000000005116,75.04,0.010000000000005116,75.04,0.010000000000005116,5,True,True,True,,
20260529,75.49,0.03999999999999204,75.08,0.03999999999999204,75.08,0.03999999999999204,75.08,0.03999999999999204,6,True,True,True,,
20260605,75.5,0.010000000000005116,75.09,0.010000000000005116,75.09,0.010000000000005116,75.09,0.010000000000005116,7,True,True,True,,
20260612,75.48,-0.01999999999999602,75.07,-0.020000000000010232,75.07,-0.020000000000010232,75.07,-0.020000000000010232,0,False,False,False,,
20260618,75.45,-0.030000000000001137,75.04,-0.029999999999986926,75.04,-0.029999999999986926,75.04,-0.029999999999986926,0,False,False,False,,
20260626,75.47,0.01999999999999602,75.06,0.01999999999999602,75.06,0.01999999999999602,75.06,0.01999999999999602,1,True,True,True,,
