as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,3013,晟銘電,,,,,,0,False,False,False,Neutral,47.77,,,,46.03,,,,44.33,,,,42.21,,,
20260508,3013,晟銘電,,,,,,0,False,False,False,Neutral,45.88,-1.8900000000000006,,,43.71,-2.3200000000000003,,,42.73,-1.6000000000000014,,,40.14,-2.0700000000000003,,
20260515,3013,晟銘電,,,,,,1,False,True,False,Neutral,46.1,0.21999999999999886,-1.6700000000000017,,43.75,0.03999999999999915,-2.280000000000001,,42.77,0.04000000000000625,-1.5599999999999952,,40.12,-0.020000000000003126,-2.0900000000000034,
20260522,3013,晟銘電,,,,,,2,False,True,False,Neutral,45.74,-0.35999999999999943,-0.14000000000000057,-2.030000000000001,43.42,-0.3299999999999983,-0.28999999999999915,-2.6099999999999994,42.77,0.0,0.04000000000000625,-1.5599999999999952,40.62,0.5,0.4799999999999969,-1.5900000000000034
20260529,3013,晟銘電,,,,,,3,False,True,False,Neutral,46.19,0.44999999999999574,0.0899999999999963,0.30999999999999517,43.6,0.17999999999999972,-0.14999999999999858,-0.10999999999999943,42.87,0.09999999999999432,0.09999999999999432,0.14000000000000057,39.84,-0.779999999999994,-0.27999999999999403,-0.29999999999999716
20260605,3013,晟銘電,,,,,,4,False,False,False,Neutral,46.25,0.060000000000002274,0.509999999999998,0.14999999999999858,43.64,0.03999999999999915,0.21999999999999886,-0.10999999999999943,42.41,-0.46000000000000085,-0.36000000000000654,-0.36000000000000654,39.8,-0.04000000000000625,-0.8200000000000003,-0.3200000000000003
20260612,3013,晟銘電,,,,,,0,False,False,False,Neutral,44.16,-2.0900000000000034,-2.030000000000001,-1.5800000000000054,42.0,-1.6400000000000006,-1.6000000000000014,-1.4200000000000017,40.59,-1.8199999999999932,-2.279999999999994,-2.1799999999999997,38.83,-0.9699999999999989,-1.0100000000000051,-1.7899999999999991
20260618,3013,晟銘電,,,,,,1,True,True,True,Neutral,44.67,0.5100000000000051,-1.5799999999999983,-1.519999999999996,42.76,0.759999999999998,-0.8800000000000026,-0.8400000000000034,41.7,1.1099999999999994,-0.7099999999999937,-1.1699999999999946,39.5,0.6700000000000017,-0.29999999999999716,-0.3400000000000034
20260626,3013,晟銘電,,,,,,2,False,True,False,Neutral,44.75,0.0799999999999983,0.5900000000000034,-1.5,42.58,-0.17999999999999972,0.5799999999999983,-1.0600000000000023,41.88,0.17999999999999972,1.2899999999999991,-0.529999999999994,39.67,0.1700000000000017,0.8400000000000034,-0.12999999999999545
20260703,3013,晟銘電,,,,,,3,True,True,True,Neutral,45.67,0.9200000000000017,1.0,1.5100000000000051,43.07,0.490000000000002,0.3100000000000023,1.0700000000000003,42.04,0.1599999999999966,0.3399999999999963,1.4499999999999957,39.82,0.14999999999999858,0.3200000000000003,0.990000000000002
20260717,3013,晟銘電,,,,,,0,False,False,False,Neutral,44.54,-1.1300000000000026,-0.21000000000000085,-0.13000000000000256,41.71,-1.3599999999999994,-0.8699999999999974,-1.0499999999999972,41.36,-0.6799999999999997,-0.5200000000000031,-0.3400000000000034,38.81,-1.009999999999998,-0.8599999999999994,-0.6899999999999977
