# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,67.33,0.04999999999999716,64.33,0.04999999999999716,61.57,0.04999999999999716,59.21,0.05000000000000426,1,True,True,True,,

TDCC_WINDOW_ROW_002=20260313,67.33,0.0,64.33,0.0,61.57,0.0,59.21,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260320,67.33,0.0,63.94,-0.39000000000000057,61.58,0.00999999999999801,59.22,0.00999999999999801,1,False,True,False,,

TDCC_WINDOW_ROW_004=20260327,67.59,0.2600000000000051,63.92,-0.01999999999999602,61.56,-0.01999999999999602,59.2,-0.01999999999999602,2,False,False,False,,

TDCC_WINDOW_ROW_005=20260402,67.56,-0.030000000000001137,63.89,-0.030000000000001137,61.53,-0.030000000000001137,59.17,-0.030000000000001137,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260410,67.76,0.20000000000000284,64.1,0.20999999999999375,61.74,0.21000000000000085,59.38,0.21000000000000085,1,True,True,True,,

TDCC_WINDOW_ROW_007=20260417,67.91,0.14999999999999147,64.26,0.1600000000000108,61.45,-0.28999999999999915,59.63,0.25,2,False,True,False,,

TDCC_WINDOW_ROW_008=20260424,69.04,1.1300000000000097,65.76,1.5,62.04,0.5899999999999963,59.57,-0.060000000000002274,3,False,True,False,,

TDCC_WINDOW_ROW_009=20260430,69.19,0.14999999999999147,65.92,0.1599999999999966,62.62,0.5799999999999983,59.67,0.10000000000000142,4,True,True,True,,

TDCC_WINDOW_ROW_010=20260508,69.31,0.12000000000000455,66.04,0.12000000000000455,62.75,0.13000000000000256,59.73,0.05999999999999517,5,True,True,True,,

TDCC_WINDOW_ROW_011=20260515,69.52,0.20999999999999375,66.23,0.18999999999999773,62.94,0.18999999999999773,60.55,0.8200000000000003,6,True,True,True,,

TDCC_WINDOW_ROW_012=20260522,69.54,0.020000000000010232,66.25,0.01999999999999602,62.96,0.020000000000003126,60.57,0.020000000000003126,7,True,True,True,,
