date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20260522,36.07,36.53,35.93,36.53,19539857.0,,,,,,,,,,,,
20260525,37.68,39.0,37.68,39.0,29264775.0,,,,,,6.7616,,,,,,
20260526,39.78,39.78,39.05,39.46,21568309.0,,,,,,1.1795,,,,,,
20260527,41.15,41.57,40.5,40.86,30670416.0,,,,,,3.5479,,,,,,
20260528,40.97,41.7,39.66,40.1,40029570.0,39.19,37.522,39.19,39.19,39.19,-1.86,,,1.4188,6.8707,2.322,-3.8369
20260529,41.17,41.17,40.55,41.03,18967868.0,40.09,37.8143,39.4967,39.4967,39.4967,2.3192,12.3186,,0.7111,8.5039,3.8822,-1.6067
20260601,41.46,41.96,41.0,41.26,23129545.0,40.542,38.1015,39.7486,39.7486,39.7486,0.5606,5.7949,,0.8839,8.2898,3.8025,-1.6683
20260602,41.56,41.87,39.88,40.83,26247093.0,40.816,38.3288,39.8838,39.8838,39.8838,-1.0422,3.4719,,1.0027,6.5256,2.3725,-2.693
20260603,41.25,41.55,40.71,40.79,19065872.0,40.802,38.5339,39.9844,39.9844,39.9844,-0.098,-0.1713,,0.751,5.8548,2.0147,-2.7884
20260604,41.56,41.87,39.88,40.83,26247093.0,40.948,38.7253,40.069,40.069,40.069,0.0981,1.8204,,1.0304,5.435,1.8992,-2.693
20260605,39.46,39.63,38.27,39.13,19617176.0,40.568,38.759,39.9836,39.9836,39.9836,-4.1636,-4.6308,,0.7866,0.9572,-2.135,-6.7445
20260611,36.76,37.32,35.76,37.09,13187048.0,39.734,38.6199,39.7425,39.7425,39.7425,-5.2134,-10.1066,,0.5503,-3.9615,-6.6742,-11.6063
20260612,38.78,39.11,38.48,38.49,12000442.0,39.266,38.6091,39.6462,39.6462,39.6462,3.7746,-5.7311,,0.5208,-0.3084,-2.9162,-8.2698
20260615,39.65,39.85,39.47,39.61,10546886.0,39.03,38.6925,39.6436,39.6436,39.6436,2.9098,-2.8929,,0.4762,2.3713,-0.0847,-5.6006
20260616,40.05,40.1,39.6,39.91,9014286.0,38.846,38.794,39.6613,39.6613,39.6613,0.7574,-2.2532,,0.4237,2.8769,0.627,-4.8856
20260617,39.45,40.13,39.4,40.12,8075558.0,39.044,38.9045,39.69,39.69,39.69,0.5262,2.53,,0.3949,3.1244,1.0834,-4.3851
