# PRICE_WINDOW_9

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20260522,36.07,36.53,35.93,36.53,19539857.0,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20260525,37.68,39.0,37.68,39.0,29264775.0,,,,,,6.7616,,,,,,

PRICE_WINDOW_180_ROW_003=20260526,39.78,39.78,39.05,39.46,21568309.0,,,,,,1.1795,,,,,,

PRICE_WINDOW_180_ROW_004=20260527,41.15,41.57,40.5,40.86,30670416.0,,,,,,3.5479,,,,,,

PRICE_WINDOW_180_ROW_005=20260528,40.97,41.7,39.66,40.1,40029570.0,39.19,37.522,39.19,39.19,39.19,-1.86,,,1.4188,6.8707,2.322,-3.8369

PRICE_WINDOW_180_ROW_006=20260529,41.17,41.17,40.55,41.03,18967868.0,40.09,37.8143,39.4967,39.4967,39.4967,2.3192,12.3186,,0.7111,8.5039,3.8822,-1.6067

PRICE_WINDOW_180_ROW_007=20260601,41.46,41.96,41.0,41.26,23129545.0,40.542,38.1015,39.7486,39.7486,39.7486,0.5606,5.7949,,0.8839,8.2898,3.8025,-1.6683

PRICE_WINDOW_180_ROW_008=20260602,41.56,41.87,39.88,40.83,26247093.0,40.816,38.3288,39.8838,39.8838,39.8838,-1.0422,3.4719,,1.0027,6.5256,2.3725,-2.693

PRICE_WINDOW_180_ROW_009=20260603,41.25,41.55,40.71,40.79,19065872.0,40.802,38.5339,39.9844,39.9844,39.9844,-0.098,-0.1713,,0.751,5.8548,2.0147,-2.7884
