date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20260522,26.25,26.8,26.25,26.8,1668059.0,,,,,,,,,,,,
20260525,27.12,27.85,27.0,27.84,3321998.0,,,,,,3.8806,,,,,,
20260526,27.95,28.17,27.72,27.97,2249071.0,,,,,,0.467,,,,,,
20260527,28.28,28.91,28.28,28.56,3218631.0,,,,,,2.1094,,,,,,
20260528,28.56,28.66,27.63,27.9,6398681.0,27.814,27.1748,27.814,27.814,27.814,-2.3109,,,1.898,2.6687,0.3092,-3.4936
20260529,28.39,28.94,28.39,28.8,4489166.0,28.214,27.3102,27.9783,27.9783,27.9783,3.2258,7.4627,,1.2619,5.455,2.9368,-0.4838
20260601,29.15,29.55,29.15,29.37,3261429.0,28.52,27.4819,28.1771,28.1771,28.1771,1.9792,5.4957,,0.9278,6.8704,4.2334,-0.6091
20260602,30.85,30.85,29.02,29.54,32108727.0,28.834,27.6534,28.3475,28.3475,28.3475,0.5788,5.6132,,4.5291,6.8224,4.2067,-4.2464
20260603,29.87,30.12,29.8,30.08,16001175.0,29.138,27.8556,28.54,28.54,28.54,1.828,5.3221,,1.9804,7.9855,5.3959,-2.4959
20260604,30.85,30.85,29.02,29.54,32108727.0,29.466,27.996,28.64,28.64,28.64,-1.7952,5.8781,,3.0631,5.5152,3.1425,-4.2464
20260605,29.35,29.35,28.42,28.96,19586817.0,29.498,28.0763,28.6691,28.6691,28.6691,-1.9634,0.5556,,1.7318,3.1475,1.0147,-6.1264
20260611,27.58,27.81,26.79,27.45,14343931.0,29.114,28.0241,28.5675,28.5675,28.5675,-5.2141,-6.5373,,1.2405,-2.0486,-3.9118,-11.0211
